user_id,event,timestamp,country,channel,device_type,age_group,level_number,session_count,session_duration_sec,days_since_install,ad_type,ads_shown_count,is_churned
U008901,tutorial_complete,2024-02-16 00:26:00,US,influencer,ios,45+,0.0,1,227.0,0,,,False
U008902,app_install,2024-02-25 03:00:00,IN,organic,android,18-24,,1,,0,,,False
U008902,app_open,2024-02-25 03:10:00,IN,organic,android,18-24,,1,,0,,,False
U008902,signup_complete,2024-02-25 03:19:00,IN,organic,android,18-24,,1,,0,,,False
U008903,app_install,2024-03-25 02:00:00,BR,app_store_search,android,18-24,,1,,0,,,False
U008903,app_open,2024-03-25 02:30:00,BR,app_store_search,android,18-24,,1,,0,,,False
U008903,signup_complete,2024-03-25 02:31:00,BR,app_store_search,android,18-24,,1,,0,,,False
U008903,tutorial_complete,2024-03-25 02:39:00,BR,app_store_search,android,18-24,0.0,1,129.0,0,,,False
U008903,level_complete,2024-03-25 21:03:00,BR,app_store_search,android,18-24,12.0,1,836.0,0,,,False
U008903,ad_impression,2024-03-25 21:19:00,BR,app_store_search,android,18-24,12.0,1,836.0,0,interstitial,7.0,False
U008904,app_install,2024-03-20 03:00:00,US,organic,ios,35-44,,1,,0,,,False
U008904,app_open,2024-03-20 03:02:00,US,organic,ios,35-44,,1,,0,,,False
U008904,signup_complete,2024-03-20 03:08:00,US,organic,ios,35-44,,1,,0,,,False
U008905,app_install,2024-03-05 02:00:00,IN,organic,ios,13-17,,1,,0,,,False
U008905,app_open,2024-03-05 02:22:00,IN,organic,ios,13-17,,1,,0,,,False
U008906,app_install,2024-01-26 03:00:00,ID,app_store_search,android,13-17,,1,,0,,,False
U008907,app_install,2024-01-17 01:00:00,US,app_store_search,android,18-24,,1,,0,,,False
U008907,app_open,2024-01-17 01:04:00,US,app_store_search,android,18-24,,1,,0,,,False
U008907,signup_complete,2024-01-17 01:10:00,US,app_store_search,android,18-24,,1,,0,,,False
U008907,tutorial_complete,2024-01-17 01:19:00,US,app_store_search,android,18-24,0.0,1,240.0,0,,,False
U008907,level_complete,2024-01-17 13:38:00,US,app_store_search,android,18-24,10.0,4,322.0,0,,,False
U008907,ad_impression,2024-01-17 13:53:00,US,app_store_search,android,18-24,10.0,4,322.0,0,rewarded,1.0,False
U008907,ad_reward_claimed,2024-01-17 13:53:34,US,app_store_search,android,18-24,10.0,4,322.0,0,rewarded,1.0,False
U008908,app_install,2024-02-26 03:00:00,DE,app_store_search,android,18-24,,1,,0,,,False
U008908,app_open,2024-02-26 03:02:00,DE,app_store_search,android,18-24,,1,,0,,,False
U008908,signup_complete,2024-02-26 03:12:00,DE,app_store_search,android,18-24,,1,,0,,,False
U008908,tutorial_complete,2024-02-26 03:22:00,DE,app_store_search,android,18-24,0.0,1,565.0,0,,,False
U008908,level_complete,2024-02-26 20:05:00,DE,app_store_search,android,18-24,9.0,4,1562.0,0,,,False
U008908,ad_impression,2024-02-26 20:19:00,DE,app_store_search,android,18-24,9.0,4,1562.0,0,interstitial,4.0,False
U008908,ad_reward_claimed,2024-02-26 20:19:17,DE,app_store_search,android,18-24,9.0,4,1562.0,0,interstitial,4.0,True
U008909,app_install,2024-02-13 03:00:00,ID,organic,android,35-44,,1,,0,,,False
U008909,app_open,2024-02-13 03:22:00,ID,organic,android,35-44,,1,,0,,,False
U008909,signup_complete,2024-02-13 03:25:00,ID,organic,android,35-44,,1,,0,,,False
U008910,app_install,2024-02-05 01:00:00,US,organic,android,25-34,,1,,0,,,False
U008910,app_open,2024-02-05 01:21:00,US,organic,android,25-34,,1,,0,,,False
U008910,signup_complete,2024-02-05 01:30:00,US,organic,android,25-34,,1,,0,,,False
U008911,app_install,2024-01-23 03:00:00,MX,influencer,ios,25-34,,1,,0,,,False
U008911,app_open,2024-01-23 03:15:00,MX,influencer,ios,25-34,,1,,0,,,False
U008912,app_install,2024-01-09 01:00:00,PH,organic,android,25-34,,1,,0,,,False
U008912,app_open,2024-01-09 01:11:00,PH,organic,android,25-34,,1,,0,,,False
U008913,app_install,2024-02-21 02:00:00,US,organic,android,25-34,,1,,0,,,False
U008913,app_open,2024-02-21 02:14:00,US,organic,android,25-34,,1,,0,,,False
U008914,app_install,2024-01-15 02:00:00,BR,influencer,android,45+,,1,,0,,,False
U008915,app_install,2024-02-22 02:00:00,IN,paid_social,android,18-24,,1,,0,,,False
U008916,app_install,2024-03-14 01:00:00,FR,organic,android,25-34,,1,,0,,,False
U008916,app_open,2024-03-14 01:03:00,FR,organic,android,25-34,,1,,0,,,False
U008917,app_install,2024-02-10 00:00:00,US,paid_social,android,18-24,,1,,0,,,False
U008918,app_install,2024-03-06 03:00:00,DE,influencer,android,25-34,,1,,0,,,False
U008918,app_open,2024-03-06 03:01:00,DE,influencer,android,25-34,,1,,0,,,False
U008918,signup_complete,2024-03-06 03:04:00,DE,influencer,android,25-34,,1,,0,,,False
U008918,tutorial_complete,2024-03-06 03:15:00,DE,influencer,android,25-34,0.0,1,404.0,0,,,False
U008919,app_install,2024-03-12 00:00:00,DE,influencer,android,18-24,,1,,0,,,False
U008920,app_install,2024-02-20 00:00:00,IN,organic,android,18-24,,1,,0,,,False
U008920,app_open,2024-02-20 00:11:00,IN,organic,android,18-24,,1,,0,,,False
U008921,app_install,2024-01-31 02:00:00,DE,paid_social,android,25-34,,1,,0,,,False
U008921,app_open,2024-01-31 02:28:00,DE,paid_social,android,25-34,,1,,0,,,False
U008922,app_install,2024-01-15 00:00:00,MX,paid_social,android,13-17,,1,,0,,,False
U008922,app_open,2024-01-15 00:02:00,MX,paid_social,android,13-17,,1,,0,,,False
U008922,signup_complete,2024-01-15 00:12:00,MX,paid_social,android,13-17,,1,,0,,,False
U008922,tutorial_complete,2024-01-15 00:21:00,MX,paid_social,android,13-17,0.0,1,132.0,0,,,False
U008923,app_install,2024-03-14 01:00:00,ID,paid_social,android,25-34,,1,,0,,,False
U008923,app_open,2024-03-14 01:17:00,ID,paid_social,android,25-34,,1,,0,,,False
U008924,app_install,2024-03-19 01:00:00,ID,paid_social,android,13-17,,1,,0,,,False
U008924,app_open,2024-03-19 01:24:00,ID,paid_social,android,13-17,,1,,0,,,False
U008925,app_install,2024-03-20 03:00:00,ID,app_store_search,ios,45+,,1,,0,,,False
U008926,app_install,2024-02-23 01:00:00,US,organic,android,18-24,,1,,0,,,False
U008926,app_open,2024-02-23 01:19:00,US,organic,android,18-24,,1,,0,,,False
U008926,signup_complete,2024-02-23 01:23:00,US,organic,android,18-24,,1,,0,,,False
U008926,tutorial_complete,2024-02-23 01:26:00,US,organic,android,18-24,0.0,1,581.0,0,,,False
U008927,app_install,2024-01-20 01:00:00,US,paid_social,android,18-24,,1,,0,,,False
U008927,app_open,2024-01-20 01:23:00,US,paid_social,android,18-24,,1,,0,,,False
U008927,signup_complete,2024-01-20 01:25:00,US,paid_social,android,18-24,,1,,0,,,False
U008927,tutorial_complete,2024-01-20 01:28:00,US,paid_social,android,18-24,0.0,1,140.0,0,,,False
U008927,level_complete,2024-01-20 14:06:00,US,paid_social,android,18-24,8.0,3,1700.0,0,,,False
U008927,ad_impression,2024-01-20 14:09:00,US,paid_social,android,18-24,8.0,3,1700.0,0,rewarded,5.0,False
U008928,app_install,2024-03-16 01:00:00,Other,organic,android,18-24,,1,,0,,,False
U008928,app_open,2024-03-16 01:23:00,Other,organic,android,18-24,,1,,0,,,False
U008928,signup_complete,2024-03-16 01:24:00,Other,organic,android,18-24,,1,,0,,,False
U008928,tutorial_complete,2024-03-16 01:29:00,Other,organic,android,18-24,0.0,1,423.0,0,,,False
U008928,level_complete,2024-03-17 17:25:00,Other,organic,android,18-24,10.0,5,1370.0,1,,,False
U008928,ad_impression,2024-03-17 17:35:00,Other,organic,android,18-24,10.0,5,1370.0,1,interstitial,1.0,False
U008929,app_install,2024-03-12 01:00:00,DE,influencer,android,18-24,,1,,0,,,False
U008929,app_open,2024-03-12 01:21:00,DE,influencer,android,18-24,,1,,0,,,False
U008930,app_install,2024-02-25 01:00:00,MX,organic,ios,25-34,,1,,0,,,False
U008930,app_open,2024-02-25 01:06:00,MX,organic,ios,25-34,,1,,0,,,False
U008931,app_install,2024-03-20 03:00:00,US,app_store_search,android,18-24,,1,,0,,,False
U008931,app_open,2024-03-20 03:24:00,US,app_store_search,android,18-24,,1,,0,,,False
U008932,app_install,2024-01-28 01:00:00,IN,influencer,android,18-24,,1,,0,,,False
U008932,app_open,2024-01-28 01:16:00,IN,influencer,android,18-24,,1,,0,,,False
U008932,signup_complete,2024-01-28 01:20:00,IN,influencer,android,18-24,,1,,0,,,False
U008932,tutorial_complete,2024-01-28 01:23:00,IN,influencer,android,18-24,0.0,1,158.0,0,,,False
U008933,app_install,2024-02-19 02:00:00,US,app_store_search,android,18-24,,1,,0,,,False
U008933,app_open,2024-02-19 02:02:00,US,app_store_search,android,18-24,,1,,0,,,False
U008934,app_install,2024-03-09 02:00:00,ID,influencer,ios,18-24,,1,,0,,,False
U008934,app_open,2024-03-09 02:07:00,ID,influencer,ios,18-24,,1,,0,,,False
U008934,signup_complete,2024-03-09 02:08:00,ID,influencer,ios,18-24,,1,,0,,,False
U008934,tutorial_complete,2024-03-09 02:16:00,ID,influencer,ios,18-24,0.0,1,438.0,0,,,False
U008935,app_install,2024-01-30 00:00:00,GB,paid_social,android,35-44,,1,,0,,,False
U008935,app_open,2024-01-30 00:09:00,GB,paid_social,android,35-44,,1,,0,,,False
U008935,signup_complete,2024-01-30 00:18:00,GB,paid_social,android,35-44,,1,,0,,,False
U008936,app_install,2024-01-23 03:00:00,BR,paid_social,ios,25-34,,1,,0,,,False
U008936,app_open,2024-01-23 03:13:00,BR,paid_social,ios,25-34,,1,,0,,,False
U008937,app_install,2024-02-10 02:00:00,US,app_store_search,android,25-34,,1,,0,,,False
U008937,app_open,2024-02-10 02:08:00,US,app_store_search,android,25-34,,1,,0,,,False
U008937,signup_complete,2024-02-10 02:17:00,US,app_store_search,android,25-34,,1,,0,,,False
U008937,tutorial_complete,2024-02-10 02:24:00,US,app_store_search,android,25-34,0.0,1,180.0,0,,,False
U008937,level_complete,2024-02-12 13:27:00,US,app_store_search,android,25-34,7.0,1,1033.0,2,,,False
U008937,ad_impression,2024-02-12 13:40:00,US,app_store_search,android,25-34,7.0,1,1033.0,2,rewarded,1.0,False
U008938,app_install,2024-03-27 00:00:00,US,organic,ios,25-34,,1,,0,,,False
U008938,app_open,2024-03-27 00:15:00,US,organic,ios,25-34,,1,,0,,,False
U008938,signup_complete,2024-03-27 00:19:00,US,organic,ios,25-34,,1,,0,,,False
U008939,app_install,2024-03-22 02:00:00,ID,app_store_search,android,25-34,,1,,0,,,False
U008939,app_open,2024-03-22 02:11:00,ID,app_store_search,android,25-34,,1,,0,,,False
U008939,signup_complete,2024-03-22 02:12:00,ID,app_store_search,android,25-34,,1,,0,,,False
U008939,tutorial_complete,2024-03-22 02:27:00,ID,app_store_search,android,25-34,0.0,1,195.0,0,,,False
U008939,level_complete,2024-03-23 10:22:00,ID,app_store_search,android,25-34,3.0,4,1578.0,1,,,False
U008939,ad_impression,2024-03-23 10:40:00,ID,app_store_search,android,25-34,3.0,4,1578.0,1,interstitial,1.0,False
U008940,app_install,2024-02-18 00:00:00,DE,influencer,android,18-24,,1,,0,,,False
U008940,app_open,2024-02-18 00:21:00,DE,influencer,android,18-24,,1,,0,,,False
U008941,app_install,2024-03-01 03:00:00,IN,paid_social,android,35-44,,1,,0,,,False
U008941,app_open,2024-03-01 03:26:00,IN,paid_social,android,35-44,,1,,0,,,False
U008942,app_install,2024-03-19 02:00:00,US,app_store_search,ios,18-24,,1,,0,,,False
U008942,app_open,2024-03-19 02:02:00,US,app_store_search,ios,18-24,,1,,0,,,False
U008942,signup_complete,2024-03-19 02:05:00,US,app_store_search,ios,18-24,,1,,0,,,False
U008942,tutorial_complete,2024-03-19 02:08:00,US,app_store_search,ios,18-24,0.0,1,481.0,0,,,False
U008942,level_complete,2024-03-20 16:49:00,US,app_store_search,ios,18-24,8.0,5,1320.0,1,,,False
U008942,ad_impression,2024-03-20 17:09:00,US,app_store_search,ios,18-24,8.0,5,1320.0,1,rewarded,3.0,False
U008942,ad_reward_claimed,2024-03-20 17:09:45,US,app_store_search,ios,18-24,8.0,5,1320.0,1,rewarded,3.0,False
U008943,app_install,2024-02-10 03:00:00,US,influencer,ios,45+,,1,,0,,,False
U008943,app_open,2024-02-10 03:06:00,US,influencer,ios,45+,,1,,0,,,False
U008943,signup_complete,2024-02-10 03:07:00,US,influencer,ios,45+,,1,,0,,,False
U008943,tutorial_complete,2024-02-10 03:13:00,US,influencer,ios,45+,0.0,1,385.0,0,,,False
U008943,level_complete,2024-02-13 10:03:00,US,influencer,ios,45+,1.0,1,626.0,3,,,False
U008943,ad_impression,2024-02-13 10:07:00,US,influencer,ios,45+,1.0,1,626.0,3,rewarded,1.0,False
U008943,ad_reward_claimed,2024-02-13 10:07:45,US,influencer,ios,45+,1.0,1,626.0,3,rewarded,1.0,True
U008944,app_install,2024-03-12 01:00:00,US,organic,ios,18-24,,1,,0,,,False
U008944,app_open,2024-03-12 01:30:00,US,organic,ios,18-24,,1,,0,,,False
U008944,signup_complete,2024-03-12 01:39:00,US,organic,ios,18-24,,1,,0,,,False
U008944,tutorial_complete,2024-03-12 01:50:00,US,organic,ios,18-24,0.0,1,366.0,0,,,False
U008944,level_complete,2024-03-12 14:06:00,US,organic,ios,18-24,8.0,5,1368.0,0,,,False
U008944,ad_impression,2024-03-12 14:21:00,US,organic,ios,18-24,8.0,5,1368.0,0,rewarded,1.0,False
U008945,app_install,2024-02-20 01:00:00,MX,organic,ios,18-24,,1,,0,,,False
U008945,app_open,2024-02-20 01:28:00,MX,organic,ios,18-24,,1,,0,,,False
U008945,signup_complete,2024-02-20 01:34:00,MX,organic,ios,18-24,,1,,0,,,False
U008946,app_install,2024-02-16 02:00:00,PH,paid_social,ios,13-17,,1,,0,,,False
U008947,app_install,2024-03-06 03:00:00,IN,organic,ios,25-34,,1,,0,,,False
U008947,app_open,2024-03-06 03:16:00,IN,organic,ios,25-34,,1,,0,,,False
U008948,app_install,2024-01-12 02:00:00,BR,organic,android,18-24,,1,,0,,,False
U008948,app_open,2024-01-12 02:06:00,BR,organic,android,18-24,,1,,0,,,False
U008949,app_install,2024-01-23 00:00:00,IN,influencer,android,25-34,,1,,0,,,False
U008949,app_open,2024-01-23 00:22:00,IN,influencer,android,25-34,,1,,0,,,False
U008949,signup_complete,2024-01-23 00:25:00,IN,influencer,android,25-34,,1,,0,,,False
U008950,app_install,2024-01-30 03:00:00,GB,app_store_search,ios,18-24,,1,,0,,,False
U008950,app_open,2024-01-30 03:12:00,GB,app_store_search,ios,18-24,,1,,0,,,False
U008951,app_install,2024-03-02 02:00:00,ID,organic,android,25-34,,1,,0,,,False
U008951,app_open,2024-03-02 02:26:00,ID,organic,android,25-34,,1,,0,,,False
U008952,app_install,2024-01-28 01:00:00,GB,organic,android,25-34,,1,,0,,,False
U008952,app_open,2024-01-28 01:05:00,GB,organic,android,25-34,,1,,0,,,False
U008953,app_install,2024-02-20 03:00:00,US,paid_social,android,18-24,,1,,0,,,False
U008953,app_open,2024-02-20 03:16:00,US,paid_social,android,18-24,,1,,0,,,False
U008953,signup_complete,2024-02-20 03:21:00,US,paid_social,android,18-24,,1,,0,,,False
U008953,tutorial_complete,2024-02-20 03:26:00,US,paid_social,android,18-24,0.0,1,214.0,0,,,False
U008954,app_install,2024-03-19 00:00:00,BR,app_store_search,ios,35-44,,1,,0,,,False
U008954,app_open,2024-03-19 00:24:00,BR,app_store_search,ios,35-44,,1,,0,,,False
U008954,signup_complete,2024-03-19 00:26:00,BR,app_store_search,ios,35-44,,1,,0,,,False
U008955,app_install,2024-01-09 03:00:00,US,app_store_search,android,35-44,,1,,0,,,False
U008955,app_open,2024-01-09 03:20:00,US,app_store_search,android,35-44,,1,,0,,,False
U008955,signup_complete,2024-01-09 03:21:00,US,app_store_search,android,35-44,,1,,0,,,False
U008955,tutorial_complete,2024-01-09 03:31:00,US,app_store_search,android,35-44,0.0,1,452.0,0,,,False
U008955,level_complete,2024-01-10 10:10:00,US,app_store_search,android,35-44,5.0,1,1441.0,1,,,False
U008955,ad_impression,2024-01-10 10:23:00,US,app_store_search,android,35-44,5.0,1,1441.0,1,rewarded,1.0,False
U008955,ad_reward_claimed,2024-01-10 10:23:41,US,app_store_search,android,35-44,5.0,1,1441.0,1,rewarded,1.0,True
U008956,app_install,2024-01-29 02:00:00,BR,organic,android,25-34,,1,,0,,,False
U008956,app_open,2024-01-29 02:03:00,BR,organic,android,25-34,,1,,0,,,False
U008956,signup_complete,2024-01-29 02:12:00,BR,organic,android,25-34,,1,,0,,,False
U008957,app_install,2024-01-16 01:00:00,US,app_store_search,android,18-24,,1,,0,,,False
U008957,app_open,2024-01-16 01:09:00,US,app_store_search,android,18-24,,1,,0,,,False
U008958,app_install,2024-03-28 00:00:00,US,organic,ios,25-34,,1,,0,,,False
U008958,app_open,2024-03-28 00:22:00,US,organic,ios,25-34,,1,,0,,,False
U008958,signup_complete,2024-03-28 00:26:00,US,organic,ios,25-34,,1,,0,,,False
U008958,tutorial_complete,2024-03-28 00:38:00,US,organic,ios,25-34,0.0,1,124.0,0,,,False
U008958,level_complete,2024-03-28 20:45:00,US,organic,ios,25-34,11.0,5,1345.0,0,,,False
U008958,ad_impression,2024-03-28 20:58:00,US,organic,ios,25-34,11.0,5,1345.0,0,interstitial,6.0,False
U008959,app_install,2024-01-20 03:00:00,DE,organic,ios,18-24,,1,,0,,,False
U008959,app_open,2024-01-20 03:10:00,DE,organic,ios,18-24,,1,,0,,,False
U008959,signup_complete,2024-01-20 03:12:00,DE,organic,ios,18-24,,1,,0,,,False
U008959,tutorial_complete,2024-01-20 03:16:00,DE,organic,ios,18-24,0.0,1,336.0,0,,,False
U008959,level_complete,2024-01-21 16:07:00,DE,organic,ios,18-24,13.0,2,986.0,1,,,False
U008959,ad_impression,2024-01-21 16:16:00,DE,organic,ios,18-24,13.0,2,986.0,1,interstitial,2.0,False
U008960,app_install,2024-02-29 01:00:00,Other,organic,ios,25-34,,1,,0,,,False
U008960,app_open,2024-02-29 01:19:00,Other,organic,ios,25-34,,1,,0,,,False
U008960,signup_complete,2024-02-29 01:23:00,Other,organic,ios,25-34,,1,,0,,,False
U008960,tutorial_complete,2024-02-29 01:31:00,Other,organic,ios,25-34,0.0,1,569.0,0,,,False
U008960,level_complete,2024-03-01 21:01:00,Other,organic,ios,25-34,6.0,3,728.0,1,,,False
U008960,ad_impression,2024-03-01 21:15:00,Other,organic,ios,25-34,6.0,3,728.0,1,rewarded,3.0,False
U008960,ad_reward_claimed,2024-03-01 21:15:20,Other,organic,ios,25-34,6.0,3,728.0,1,rewarded,3.0,False
U008961,app_install,2024-01-02 03:00:00,IN,organic,android,13-17,,1,,0,,,False
U008962,app_install,2024-01-18 03:00:00,BR,paid_social,ios,45+,,1,,0,,,False
U008962,app_open,2024-01-18 03:14:00,BR,paid_social,ios,45+,,1,,0,,,False
U008962,signup_complete,2024-01-18 03:15:00,BR,paid_social,ios,45+,,1,,0,,,False
U008962,tutorial_complete,2024-01-18 03:30:00,BR,paid_social,ios,45+,0.0,1,517.0,0,,,False
U008962,level_complete,2024-01-20 16:02:00,BR,paid_social,ios,45+,11.0,4,1189.0,2,,,False
U008962,ad_impression,2024-01-20 16:22:00,BR,paid_social,ios,45+,11.0,4,1189.0,2,interstitial,7.0,False
U008963,app_install,2024-01-21 03:00:00,US,organic,android,35-44,,1,,0,,,False
U008963,app_open,2024-01-21 03:10:00,US,organic,android,35-44,,1,,0,,,False
U008963,signup_complete,2024-01-21 03:14:00,US,organic,android,35-44,,1,,0,,,False
U008964,app_install,2024-03-20 02:00:00,Other,app_store_search,ios,35-44,,1,,0,,,False
U008964,app_open,2024-03-20 02:25:00,Other,app_store_search,ios,35-44,,1,,0,,,False
U008964,signup_complete,2024-03-20 02:34:00,Other,app_store_search,ios,35-44,,1,,0,,,False
U008964,tutorial_complete,2024-03-20 02:41:00,Other,app_store_search,ios,35-44,0.0,1,412.0,0,,,False
U008964,level_complete,2024-03-21 15:10:00,Other,app_store_search,ios,35-44,6.0,3,1320.0,1,,,False
U008964,ad_impression,2024-03-21 15:19:00,Other,app_store_search,ios,35-44,6.0,3,1320.0,1,interstitial,6.0,False
U008964,ad_reward_claimed,2024-03-21 15:19:38,Other,app_store_search,ios,35-44,6.0,3,1320.0,1,interstitial,6.0,False
U008965,app_install,2024-01-28 00:00:00,Other,paid_social,ios,35-44,,1,,0,,,False
U008966,app_install,2024-01-25 00:00:00,US,organic,android,35-44,,1,,0,,,False
U008966,app_open,2024-01-25 00:28:00,US,organic,android,35-44,,1,,0,,,False
U008966,signup_complete,2024-01-25 00:33:00,US,organic,android,35-44,,1,,0,,,False
U008966,tutorial_complete,2024-01-25 00:41:00,US,organic,android,35-44,0.0,1,458.0,0,,,False
U008966,level_complete,2024-01-25 17:17:00,US,organic,android,35-44,4.0,1,1422.0,0,,,False
U008966,ad_impression,2024-01-25 17:32:00,US,organic,android,35-44,4.0,1,1422.0,0,rewarded,8.0,False
U008967,app_install,2024-02-01 00:00:00,ID,organic,ios,18-24,,1,,0,,,False
U008967,app_open,2024-02-01 00:15:00,ID,organic,ios,18-24,,1,,0,,,False
U008967,signup_complete,2024-02-01 00:21:00,ID,organic,ios,18-24,,1,,0,,,False
U008967,tutorial_complete,2024-02-01 00:29:00,ID,organic,ios,18-24,0.0,1,591.0,0,,,False
U008967,level_complete,2024-02-01 16:00:00,ID,organic,ios,18-24,14.0,1,1347.0,0,,,False
U008967,ad_impression,2024-02-01 16:10:00,ID,organic,ios,18-24,14.0,1,1347.0,0,interstitial,2.0,False
U008967,ad_reward_claimed,2024-02-01 16:10:15,ID,organic,ios,18-24,14.0,1,1347.0,0,interstitial,2.0,False
U008968,app_install,2024-01-03 03:00:00,GB,influencer,ios,18-24,,1,,0,,,False
U008968,app_open,2024-01-03 03:11:00,GB,influencer,ios,18-24,,1,,0,,,False
U008969,app_install,2024-02-15 02:00:00,Other,organic,android,25-34,,1,,0,,,False
U008969,app_open,2024-02-15 02:18:00,Other,organic,android,25-34,,1,,0,,,False
U008970,app_install,2024-02-21 00:00:00,ID,app_store_search,android,45+,,1,,0,,,False
U008970,app_open,2024-02-21 00:28:00,ID,app_store_search,android,45+,,1,,0,,,False
U008971,app_install,2024-02-12 00:00:00,US,paid_social,android,18-24,,1,,0,,,False
U008972,app_install,2024-02-16 02:00:00,Other,influencer,android,35-44,,1,,0,,,False
U008972,app_open,2024-02-16 02:02:00,Other,influencer,android,35-44,,1,,0,,,False
U008973,app_install,2024-03-09 00:00:00,BR,organic,android,25-34,,1,,0,,,False
U008974,app_install,2024-01-25 00:00:00,Other,organic,android,13-17,,1,,0,,,False
U008974,app_open,2024-01-25 00:04:00,Other,organic,android,13-17,,1,,0,,,False
U008974,signup_complete,2024-01-25 00:12:00,Other,organic,android,13-17,,1,,0,,,False
U008974,tutorial_complete,2024-01-25 00:20:00,Other,organic,android,13-17,0.0,1,357.0,0,,,False
U008974,level_complete,2024-01-28 10:15:00,Other,organic,android,13-17,11.0,4,394.0,3,,,False
U008974,ad_impression,2024-01-28 10:20:00,Other,organic,android,13-17,11.0,4,394.0,3,rewarded,5.0,False
U008975,app_install,2024-03-29 03:00:00,US,paid_social,android,35-44,,1,,0,,,False
U008975,app_open,2024-03-29 03:02:00,US,paid_social,android,35-44,,1,,0,,,False
U008975,signup_complete,2024-03-29 03:09:00,US,paid_social,android,35-44,,1,,0,,,False
U008976,app_install,2024-01-02 03:00:00,BR,organic,android,13-17,,1,,0,,,False
U008976,app_open,2024-01-02 03:18:00,BR,organic,android,13-17,,1,,0,,,False
U008977,app_install,2024-03-01 00:00:00,FR,organic,android,25-34,,1,,0,,,False
U008977,app_open,2024-03-01 00:19:00,FR,organic,android,25-34,,1,,0,,,False
U008977,signup_complete,2024-03-01 00:25:00,FR,organic,android,25-34,,1,,0,,,False
U008977,tutorial_complete,2024-03-01 00:39:00,FR,organic,android,25-34,0.0,1,151.0,0,,,False
U008977,level_complete,2024-03-02 15:20:00,FR,organic,android,25-34,11.0,5,1343.0,1,,,False
U008977,ad_impression,2024-03-02 15:32:00,FR,organic,android,25-34,11.0,5,1343.0,1,rewarded,5.0,False
U008977,ad_reward_claimed,2024-03-02 15:32:37,FR,organic,android,25-34,11.0,5,1343.0,1,rewarded,5.0,False
U008978,app_install,2024-01-08 00:00:00,Other,app_store_search,android,18-24,,1,,0,,,False
U008978,app_open,2024-01-08 00:26:00,Other,app_store_search,android,18-24,,1,,0,,,False
U008979,app_install,2024-02-13 01:00:00,ID,app_store_search,android,25-34,,1,,0,,,False
U008980,app_install,2024-03-28 03:00:00,US,organic,android,18-24,,1,,0,,,False
U008980,app_open,2024-03-28 03:25:00,US,organic,android,18-24,,1,,0,,,False
U008980,signup_complete,2024-03-28 03:27:00,US,organic,android,18-24,,1,,0,,,False
U008980,tutorial_complete,2024-03-28 03:33:00,US,organic,android,18-24,0.0,1,127.0,0,,,False
U008981,app_install,2024-02-01 00:00:00,US,organic,android,13-17,,1,,0,,,False
U008981,app_open,2024-02-01 00:22:00,US,organic,android,13-17,,1,,0,,,False
U008981,signup_complete,2024-02-01 00:25:00,US,organic,android,13-17,,1,,0,,,False
U008982,app_install,2024-01-06 01:00:00,BR,app_store_search,android,25-34,,1,,0,,,False
U008982,app_open,2024-01-06 01:01:00,BR,app_store_search,android,25-34,,1,,0,,,False
U008983,app_install,2024-03-20 03:00:00,GB,organic,android,13-17,,1,,0,,,False
U008983,app_open,2024-03-20 03:24:00,GB,organic,android,13-17,,1,,0,,,False
U008983,signup_complete,2024-03-20 03:33:00,GB,organic,android,13-17,,1,,0,,,False
U008983,tutorial_complete,2024-03-20 03:39:00,GB,organic,android,13-17,0.0,1,154.0,0,,,False
U008983,level_complete,2024-03-21 13:44:00,GB,organic,android,13-17,9.0,4,1194.0,1,,,False
U008983,ad_impression,2024-03-21 13:54:00,GB,organic,android,13-17,9.0,4,1194.0,1,interstitial,5.0,False
U008983,ad_reward_claimed,2024-03-21 13:54:36,GB,organic,android,13-17,9.0,4,1194.0,1,interstitial,5.0,False
U008984,app_install,2024-01-20 00:00:00,PH,paid_social,android,35-44,,1,,0,,,False
U008985,app_install,2024-01-09 03:00:00,MX,organic,ios,18-24,,1,,0,,,False
U008985,app_open,2024-01-09 03:13:00,MX,organic,ios,18-24,,1,,0,,,False
U008985,signup_complete,2024-01-09 03:16:00,MX,organic,ios,18-24,,1,,0,,,False
U008985,tutorial_complete,2024-01-09 03:26:00,MX,organic,ios,18-24,0.0,1,397.0,0,,,False
U008986,app_install,2024-02-09 01:00:00,PH,organic,ios,18-24,,1,,0,,,False
U008987,app_install,2024-02-22 00:00:00,ID,organic,ios,13-17,,1,,0,,,False
U008987,app_open,2024-02-22 00:01:00,ID,organic,ios,13-17,,1,,0,,,False
U008987,signup_complete,2024-02-22 00:05:00,ID,organic,ios,13-17,,1,,0,,,False
U008987,tutorial_complete,2024-02-22 00:08:00,ID,organic,ios,13-17,0.0,1,201.0,0,,,False
U008987,level_complete,2024-02-22 14:08:00,ID,organic,ios,13-17,6.0,5,817.0,0,,,False
U008987,ad_impression,2024-02-22 14:26:00,ID,organic,ios,13-17,6.0,5,817.0,0,rewarded,2.0,False
U008987,ad_reward_claimed,2024-02-22 14:26:18,ID,organic,ios,13-17,6.0,5,817.0,0,rewarded,2.0,True
U008988,app_install,2024-03-16 03:00:00,US,organic,android,35-44,,1,,0,,,False
U008988,app_open,2024-03-16 03:29:00,US,organic,android,35-44,,1,,0,,,False
U008989,app_install,2024-01-24 02:00:00,Other,influencer,ios,13-17,,1,,0,,,False
